Campname,Outcomes Dropdown,Total PPE
TAFT EL,0.51,8296.399962
T W OGG EL,0.41,9908.900484
T W BROWNE MIDDLE,0.29,9428.862008
T PRICE EL,0.31,9401.98029
T L PINK EL,0.39,11763.19647
T J AUSTIN EL,0.24,10056.87198
T F BIRMINGHAM EL,0.55,9373.647317
SYCAMORE EL,0.45,10027.02552
SWEETWATER MIDDLE,0.3,9122.30962
SWEENY J H,0.46,10199.32265
SWEENY H S,0.52,11869.81389
SUZANNA DICKINSON EL,0.31,10680.09864
SUSANNA DICKINSON EL,0.79,10610.19962
SUNSET VALLEY EL,0.43,9578.768162
SUNSET VALLEY EL,0.44,9763.798177
SUNNYVALE H S,0.76,10695.88325
SUL ROSS EL,0.37,9215.570176
SUGAR MILL EL,0.57,11549.12159
SUGAR LOAF EL,0.3,10544.25586
SUE EVELYN RATTAN EL,0.43,9793.141928
SUDDERTH EL,0.23,7866.562857
STUARD EL,0.74,8620.988873
STONEGATE EL,0.45,8895.61128
STEWART EL,0.3,7837.807588
STEWART EL,0.24,8744.800848
STEUBING EL,0.59,10420.23308
STEPHENS EL,0.54,10839.65372
STEPHEN F AUSTIN ENVIRONMENTAL SCI,0.59,9396.784984
STEINER RANCH EL,0.7,8175.002465
STEAM MIDDLE,0.58,7077.112962
STEADHAM EL,0.41,9375.968922
STARTZVILLE EL,0.46,8877.777401
STARRETT EL,0.35,11687.46072
STARKEY EL,0.49,7680.847955
STANTON-SMITH EL,0.77,8739.501167
STANTON EL,0.36,10575.3609
STANTON EL,0.29,9542.502717
STAFFORD MIDDLE,0.47,9952.720881
STAFFORD INT,0.42,8256.145182
STAFFORD EL,0.24,10178.43448
STAFF SERGEANT LUCIAN ADAMS EL,0.33,11078.10687
SPRINGTOWN MIDDLE,0.48,9916.390366
SPRINGTOWN INT,0.49,8952.37201
SPRINGTOWN EL,0.42,8911.077819
SPRINGHILL EL,0.38,9837.097327
SPRINGDALE EL,0.35,9434.956763
SPRING VALLEY EL,0.66,8368.957825
SPRING HILL J H,0.55,7810.682021
SPRING HILL INT,0.54,7610.526646
SPRING HILL H S,0.65,9836.634383
SPRING EARLY COLLEGE ACADEMY,0.83,8374.312121
SPRING CREEK EL,0.57,9047.113536
SPRING BRANCH MIDDLE,0.68,10169.55784
SPRING BRANCH EL,0.17,9898.503402
SPICEWOOD PARK EL,0.28,10299.01471
SPARTA EL,0.64,8797.0008
SPARKS ELEMENTARY,0.31,11700.97753
SOUTHWOOD VALLEY EL,0.42,9294.100944
SOUTHWEST EL,0.22,9918.960164
SOUTHSIDE EL,0.45,9834.810879
SOUTHSIDE EL,0.59,8645.409146
SOUTHMAYD EL,0.43,9316.674492
SOUTHGATE EL,0.32,10879.91698
SOUTHERN HILLS EL,0.36,8742.271007
SOUTH WACO EL,0.3,10667.76664
SOUTH PARK MIDDLE,0.17,9673.268413
SOUTH PARK MIDDLE,0.3,9679.691832
SOUTH LAWN EL,0.47,8367.667275
SOUTH HOUSTON EL,0.27,11053.63882
SOUTH HI MOUNT EL,0.51,9897.084054
SOUTH GEORGIA EL,0.6,8062.209978
SOUTH EL,0.31,8919.368056
SOUTH ATHENS EL,0.51,8164.198128
SOUDER EL,0.36,8960.970578
SONNTAG EL,0.57,8828.918965
SOLAR PREPARATORY SCHOOL FOR GIRLS,0.73,10352.52688
SNYDER J H,0.29,10330.98709
SNYDER INT,0.36,9921.883357
SMYLIE WILSON MIDDLE,0.2,9853.538771
SMITHVILLE J H,0.44,10683.62861
SMITHVILLE H S,0.52,11236.00734
SMITHFIELD EL,0.67,8618.807135
SMITH MIDDLE,0.16,8959.464893
SMITH EL,0.46,9580.732086
SMITH EL,0.47,12182.20368
SMITH EL,0.39,10276.06115
SMITH EL,0.57,9168.522098
SMITH EL,0.41,12657.14062
SMITH EL,0.26,8437.329468
SMITH EL,0.37,10853.59812
SLEEPY HOLLOW EL,0.71,8498.292949
SLATON MIDDLE,0.18,10127.16634
SLACK EL,0.37,8431.061118
SKY HARBOUR EL,0.43,10233.90517
SKINNER EL,0.44,12966.7376
SINTON H S,0.49,11950.66801
SINTON EL,0.41,8821.952778
SINCLAIR EL,0.31,9574.190342
SINCLAIR EL,0.53,8510.507028
SILVER LAKE EL,0.56,11136.40121
SILVER CREEK EL,0.38,7803.087703
SIEBERT EL,0.44,7334.31126
SIDNEY H POYNTER,0.33,10579.50709
SHUGART EL,0.43,9390.916104
SHORT EL,0.26,10741.7051
SHIVE EL,0.25,9041.72379
SHIELDS EL,0.47,8543.680071
SHIELDS EL,0.25,9017.839854
SHERWOOD EL,0.37,10185.05959
SHERMAN EL,0.27,8796.33989
SHEPHERD MIDDLE,0.22,9302.393709
SHEPHERD INT,0.22,9717.549743
SHEPHERD H S,0.46,11633.70777
SHEPARD EL,0.67,10339.35053
SHAWNEE TRAIL EL,0.57,8754.2353
SHAW SES,0.36,9523.490298
SHAW EL,0.41,9456.552725
SHARP EL,0.62,9202.165714
SHALLOWATER MIDDLE,0.69,8862.722566
SHADY SHORES EL,0.5,10572.43237
SHADY OAKS EL,0.53,9640.491662
SHADY GROVE EL,0.68,9589.458433
SHADOWBRIAR EL,0.3,8223.925078
SHADOW FOREST EL,0.66,9044.324467
SHACKELFORD EL,0.63,9091.711336
SGT WILLIAM G HARRELL MIDDLE,0.3,12375.92348
SGT LEONEL TREVINO EL,0.38,10949.0188
SEVEN HILLS EL,0.38,9489.479347
SERNA EL,0.27,10002.98877
SEMINOLE PRI,0.5,9987.324724
SEMINOLE EL,0.48,11277.22604
SEGUIN EL,0.26,8759.862368
SEGUIN EL,0.43,10657.89444
SCURRY-ROSSER MIDDLE,0.54,9933.088738
SCROGGINS EL,0.38,8690.884656
SCOTT EL,0.35,8387.98705
SCOTLAND PARK EL,0.28,8842.039711
SCOBEE EL,0.56,9946.848202
SCIENCE HALL EL,0.37,9036.369692
SCHOOL OF SCIENCE AND ENGINEERING,1,8389.014989
SCHOOL OF HEALTH PROFESSIONS,0.99,8580.839019
SCHOOL OF BUSINESS AND MANAGEMENT,0.97,9683.888376
SCHOCHLER EL,0.43,10411.70273
SCHENCK EL,0.51,10878.71542
SCHALLERT EL,0.35,8725.711436
SANTO FORTE J H,0.46,9264.042082
SANTIAGO GARCIA EL,0.42,10324.59791
SANTA RITA EL,0.47,7071.297872
SANTA GERTRUDIS SCHOOL,0.66,8616.774034
SANGER MIDDLE,0.47,12128.02889
SANDERS EL,0.41,9329.81468
SANCHEZ EL,0.64,9001.839724
SANBORN EL,0.45,10330.14606
SAN LUIS ELEMENTARY,0.45,9469.019987
SAN JACINTO EL,0.36,9994.532662
SAN JACINTO EL,0.49,7941.191807
SAN JACINTO EL,0.33,10984.17925
SAN JACINTO EL,0.25,9104.554691
SAN CARLOS EL,0.58,10359.06816
SAMUEL HOUSTON EL,0.27,8650.596512
SAMMONS EL,0.43,9524.066091
SAM ROSEN EL,0.31,10075.17671
SAM RAYBURN EL STEAM ACADEMY,0.4,8857.450967
SAM HOUSTON ELEMENTARY,0.32,9776.433793
SAM HOUSTON EL,0.42,8810.553444
SAM HOUSTON EL,0.22,8232.926119
SAM HOUSTON EL,0.67,8389.644609
SAM HOUSTON COLLEGIATE PREPARATORY,0.29,10183.97056
SAM FORDYCE EL,0.46,11010.97573
SALVADOR GARCIA MIDDLE,0.45,12721.5493
SALLYE R MOORE EL,0.41,10035.10268
SALADO J H,0.55,6862.557446
SALADO H S,0.6,11393.76997
SAGELAND EL,0.52,10128.2465
SAENZ EL,0.39,8595.499385
SABINE H S,0.65,10396.48677
S/SGT MICHAEL P BARRERA VETERANS E,0.39,10020.21298
S S DILLOW EL,0.3,9567.285865
S S CONNER EL,0.37,9597.769121
S H CROWLEY INT,0.39,9693.268713
S GUS ALEXANDER JR EL,0.35,9837.356423
S AND S CONS EL,0.4,8416.95989
RUTH CHERRY INT,0.48,8275.195661
RUSK J H,0.45,9441.72564
RUSK EL,0.39,8027.600779
RUNYAN EL,0.42,9230.970767
RUCKER EL,0.27,10206.1185
RUBY YOUNG EL,0.29,11572.93612
RUBEN HINOJOSA EL,0.69,8735.545988
RUBEN CHAVIRA EL,0.36,11513.75604
RUBEN C RODRIGUEZ EL,0.31,10869.2668
RT BARRERA EL,0.79,11222.76934
ROYAL J H,0.26,10099.16959
ROY LEE WALKER EL,0.76,8787.954085
ROY JOHNSON SIXTH GRADE CAMPUS,0.34,9207.692663
ROY CISNEROS EL,0.36,9288.753612
ROWLETT EL,0.47,8875.772031
ROWLAND EL,0.31,9225.59307
ROSS EL,0.18,8103.254146
ROSITA VALLEY ELEMENTARY,0.39,9847.833124
ROSEMONT PARK EL,0.34,9075.853368
ROSEMONT 6TH GRADE,0.22,10004.29991
ROSEHILL EL,0.55,10778.39597
ROSE HAGGAR EL,0.57,9836.517582
ROSA PARKS/MILLBROOK EL,0.39,8785.135621
ROSA PARKS EL,0.41,10501.4746
ROPES SCHOOL,0.48,9790.947808
ROOSEVELT EL,0.22,10230.74078
ROOSEVELT EL,0.42,9174.667358
ROOSEVELT EL,0.3,9808.604034
RONALD E MCNAIR EL,0.42,9173.860868
ROLLING HILLS EL,0.39,9437.034708
ROLLING HILLS EL,0.32,8416.122538
ROLAND REYNOLDS EL,0.63,12078.61775
ROGERS MIDDLE,0.19,12754.47225
ROGERS ELEMENTARY,0.51,8695.472843
ROGERS EL,0.34,9498.471147
ROEL A & CELIA R SAENZ EL,0.67,9883.761953
RODRIGUEZ EL,0.35,12498.46183
RODOLFO TORRES EL,0.26,8326.090328
RODERICK R PAIGE EL,0.34,8762.23588
ROCK PRAIRIE EL,0.59,9058.853445
ROBINSON INT,0.55,7721.242173
ROBINSON EL,0.25,9791.213076
ROBERTS EL,0.34,10336.07241
ROBERTA TIPPS EL,0.57,8253.698165
ROBERT R ROJAS EL,0.46,10271.63644
ROBERT L PUSTER EL,0.81,10390.72234
ROBERT H ROCKENBAUGH EL,0.83,11210.78992
ROBERT F HUNT EL,0.62,7944.093102
ROBERT E LEE INT,0.38,8468.81427
ROBERT E LEE EL,0.45,11397.14308
ROBERT DRISCOLL JR EL,0.4,10745.6799
ROBERT CRIPPEN EL,0.33,10396.9265
ROBBIN E L WASHINGTON EL,0.58,10278.61799
ROBB EL,0.24,9787.092524
ROACH EL,0.53,9603.23864
RJ RICHEY EL,0.41,8871.205544
RIVERSIDE PARK ACADEMY,0.33,11496.82605
RIVERSIDE MIDDLE,0.39,10976.48821
RIVERCHASE ELE,0.41,9313.749793
RIVER OAKS EL,0.43,11906.74398
RITA SMITH EL,0.68,9001.051296
RIO HONDO MIDDLE,0.38,11409.8813
RIO BRAVO MIDDLE,0.42,12038.45213
RINGGOLD EL,0.54,10933.3373
RIDGEWOOD EL,0.58,7825.436371
RIDGEVIEW EL,0.44,10172.85502
RIDGECREST EL,0.5,8362.036018
RICHARDSON TERRACE EL,0.55,8893.739149
RICHARDSON HEIGHTS EL,0.44,9838.351806
RICHARD LAGOW EL,0.43,9678.086661
RICHARD J WILSON EL,0.37,8897.843813
RICE INTERMEDIATE/MIDDLE SCHOOL,0.36,8560.594018
RICE EL,0.43,8886.763754
RICARDO EL,0.57,9023.67532
RHODES EL,0.41,9294.853776
REYNOLDS EL,0.24,8860.529191
REUBEN JOHNSON EL,0.55,9303.237785
REMYNSE EL,0.38,11720.34753
REMINGTON POINT EL,0.45,9508.296396
REINHARDT EL,0.51,10708.13467
REGENCY PLACE EL,0.36,11250.31539
REES EL,0.47,10856.27266
RED EL,0.56,8719.790985
RED DUKE EL,0.6,10095.62397
RED BLUFF EL,0.49,11082.0999
REBECCA CREEK EL,0.54,7780.772436
REAGAN COUNTY EL,0.37,11713.58624
RAYE-ALLEN EL,0.38,8803.0608
RAYBURN ELEMENTARY,0.53,9938.51742
RAYBURN EL,0.35,10348.89353
RAY H DARR EL,0.48,9539.103666
RAUL PERALES MIDDLE,0.48,12705.96414
RAUL GARZA JR EL,0.55,10937.95302
RASOR EL,0.52,10321.04712
RAQUEL CAVAZOS EL,0.43,9319.972538
RANN EL,0.42,8827.939078
RANDOLPH H S,0.76,12260.17765
RAMIREZ-BURKS EL,0.36,10620.43818
RAMIREZ EL,0.57,9154.456329
RAMEY EL,0.34,8390.562488
RAINS INT,0.38,7866.275439
RAINS H S,0.58,11594.61764
RAHE BULVERDE EL,0.65,9389.623075
RAGUET EL,0.39,8533.129025
R V GROVES EL,0.63,8998.076946
R Q SIMS INT,0.24,9634.846401
R F PATTERSON EL,0.45,9432.450163
R F HARTMAN EL,0.69,9623.106635
R C FLORES-MARK A ZAPATA EL,0.65,9838.457492
R A HALL EL,0.39,7987.239157
QUITMAN EL,0.52,8472.59688
QUEST EARLY COLLEGE H S,0.87,7985.246642
QUAIL VALLEY EL,0.38,10712.92904
PYBURN EL,0.52,10927.27304
PUTNAM EL,0.53,9845.368402
PUTEGNAT EL,0.74,9092.934974
PURPLE SAGE EL,0.46,11612.28786
PURPLE SAGE EL,0.6,9224.843153
PUREFOY EL,0.76,9021.098093
PROVIDENCE EL,0.59,9605.741954
PRICE T YOUNG EL,0.23,9278.883951
PRICE EL,0.34,9864.851596
PRESTONWOOD EL,0.61,8666.370258
PRESTON HOLLOW EL,0.58,11401.50639
PRESIDIO EL,0.3,11733.86195
PREPARATORY FOR EARLY COLLEGE H S,0.7,8751.499111
PRAIRIE VIEW EL,0.39,11081.52039
POWELL EL,0.4,10077.59851
POTTSBORO MIDDLE,0.51,8055.657107
POTTSBORO H S,0.65,10587.27409
POTTSBORO EL,0.47,8307.859766
POTH EL,0.58,8540.124272
POTEET H S,0.39,11130.24228
POTEET EL,0.34,7912.68131
POST EL,0.41,9177.824509
PORTER EL,0.52,8989.515079
PORT ISABEL J H,0.36,10754.39707
PORT ACRES EL,0.34,11125.4002
POPE EL,0.37,10562.53754
PONDER H S,0.57,10964.44484
POND SPRINGS EL,0.56,11096.50435
POMONA EL,0.53,10094.3784
POLSER EL,0.44,10745.10133
PLUM CREEK EL,0.39,9183.39582
PLUM CREEK EL,0.53,9201.208594
PLEASANT HILL EL,0.34,11590.64781
PLEASANT GROVE MIDDLE,0.56,8088.946702
PLEASANT GROVE INT,0.66,7426.021164
PLEASANT GROVE EL,0.47,10169.86582
PLANO ISD ACADEMY H S,0.88,8783.389191
PITTSBURG EL,0.52,8694.689572
PITTMAN EL,0.53,10787.93279
PIRRUNG EL,0.4,8878.462964
PIONEER CROSSING EL,0.48,9909.525144
PINKERTON EL,0.77,9805.193191
PINK EL,0.75,8850.318517
PINE RIDGE EL,0.36,9303.200914
PILOT POINT H S,0.61,11117.86567
PILLOW EL,0.41,10548.89861
PICKLE EL,0.38,12212.41793
PFLUGERVILLE EL,0.54,10502.83332
PEWITT EL,0.36,8276.887741
PETROSKY EL,0.4,9630.54092
PETERSEN EL,0.35,9701.833505
PERSHING EL,0.2,11221.55932
PERRYTON J H,0.35,9909.336952
PERFECTO MANCHA EL,0.52,8931.542125
PEREZ EL,0.55,10594.56712
PEREZ EL,0.48,7970.624335
PERCY W NEBLETT EL,0.31,11297.02716
PENA EL,0.56,8980.438506
PECK EL,0.39,8771.225058
PECAN VALLEY EL,0.4,9512.976978
PEBBLE CREEK EL,0.71,9304.236803
PEASE COMMUNICATIONS/TECHNOLOGY AC,0.3,7689.622711
PEARSON EL,0.45,10654.53097
PEARSALL J H,0.28,11066.61863
PEARSALL INT,0.28,10584.86912
PEARSALL H S,0.38,12194.53208
PEARCY EL,0.63,11104.20458
PEACH CREEK EL,0.24,9983.167958
PAULINE NAUMANN EL,0.56,9836.840116
PAUL L DUNBAR LEARNING CENTER,0.41,11757.49225
PATRICIO PEREZ EL,0.45,11042.9159
PATRICIA KNOWLES EL,0.4,10759.39355
PATLAN EL,0.34,9232.616451
PAT COOPER EL,0.3,9099.81314
PASSMORE EL,0.32,10628.40051
PARSONS EL,0.35,9906.200995
PARMER LANE EL,0.52,11888.81332
PARKWAY EL,0.49,10614.39371
PARKVIEW EL,0.43,8987.537983
PARKVIEW EL,0.37,10263.08237
PARKS EL,0.34,11983.03745
PARKLAND EL,0.51,9780.833922
PARKER EL,0.48,8377.130703
PARK VILLAGE EL,0.3,9825.554284
PARK GLEN EL,0.52,8493.672824
PARK EL,0.45,9776.746685
PARIS J H,0.42,10108.78788
PALO ALTO EL,0.27,9775.361743
PALMER-LAAKSO EL,0.6,9882.61535
PALMER EL,0.42,7974.518912
PALMER EL,0.52,10098.59866
PALM EL,0.35,10826.02795
PALESTINE J H,0.4,9650.42755
PACKSADDLE EL,0.4,10159.38205
P M AKIN EL,0.6,10003.05204
OVERTON RAY EL,0.39,9654.627653
OVERTON EL,0.38,11335.4871
OSBORNE EL,0.29,9521.541192
ORTIZ EL,0.27,9117.146345
ORE CITY EL,0.43,8540.361565
ORANGEFIELD J H,0.39,8673.855041
ORANGEFIELD H S,0.61,11136.3858
ORANGE GROVE J H,0.38,9529.125876
ORANGE GROVE H S,0.56,11102.24169
ORAN M ROBERTS EL,0.36,9031.984039
ORALIA R RODRIGUEZ EL,0.26,8532.494204
ONALASKA JR/SR HIGH,0.54,11480.36562
OLYMPIA EL,0.49,9673.959966
OLSEN PARK EL,0.52,7798.639304
OLLIE O'GRADY EL,0.37,9955.965708
OLIVER E CLIFT EL,0.46,9528.24076
OLD UNION EL,0.94,10923.46737
OLD SETTLERS EL,0.69,9006.470025
ODOM EL,0.48,10018.20668
ODOM EL,0.32,10033.23719
OBADIAH KNIGHT EL,0.52,10216.49258
OAKS EL,0.4,9713.18487
OAKLAWN EL,0.29,9412.34621
OAKHURST EL,0.47,9433.068163
OAK WOODS SCHOOL,0.63,7749.166873
OAK MEADOW EL,0.6,10680.88649
OAK GROVE EL,0.31,11096.02465
OAK GROVE EL,0.28,8899.074074
OAK DALE EL,0.49,9176.031222
OAK CREEK EL,0.64,9620.30126
O'HARA LANIER MIDDLE,0.39,12000.66211
O'DELL EL,0.67,9433.906673
O'BRYANT PRI,0.47,9162.322
O M ROBERTS EL,0.58,9436.659576
O HENRY EL,0.46,9904.962563
NOTTINGHAM EL,0.62,9987.307636
NORWOOD EL,0.42,9235.590319
NORTHWOOD HILLS EL,0.45,9923.725758
NORTHWOOD EL,0.56,9738.381432
NORTHWEST EL,0.45,10231.55571
NORTHWEST EL,0.4,7565.09404
NORTHWEST EL,0.29,10256.8291
NORTHWEST CROSSING EL,0.45,10762.92066
NORTHSIDE EL,0.39,10601.46193
NORTHSIDE EL,0.53,8929.363715
NORTHSIDE EL,0.46,9139.372353
NORTHRICH EL,0.39,10251.83584
NORTHLINE EL,0.24,8736.552547
NORTHLAKE EL,0.49,9042.813082
NORTHLAKE EL,0.43,9190.925559
NORTHBROOK EL,0.37,8950.423319
NORTHAMPTON EL,0.49,8944.170419
NORTH STAR EL,0.71,11137.65282
NORTH RIDGE EL,0.65,9611.63766
NORTH OAKS MIDDLE,0.4,10458.13972
NORTH JOSHUA EL,0.73,8865.740584
NORTH HOUSTON EARLY COLLEGE H S,0.89,8319.409631
NORTH HI MOUNT EL,0.56,9643.348316
NORRIS EL,0.72,9118.127141
NOONAN EL,0.38,8831.44529
NOEMI DOMINGUEZ EL,0.45,9517.356222
NOEL EL,0.25,8877.889428
NIXON SMILEY EL,0.3,11416.4925
NIMITZ EL,0.53,8129.326945
NICHOLS SAWMILL EL,0.54,8784.352197
NICHOLS EL,0.52,10161.81211
NEWTON EL,0.36,9447.703288
NEWMAN EL,0.46,10690.19749
NEWGULF EL,0.39,7617.576719
NEWELL E WOOLLS INT,0.33,8733.68273
NEW SUMMERFIELD SCHOOL,0.35,12141.88419
NEW HOME SCHOOL,0.73,8923.294979
NETTIE BACCUS EL,0.32,9182.188813
NESMITH EL,0.54,8314.738383
NELLIE MAE GLASS ELEMENTARY,0.53,9271.472815
NELDA SULLIVAN MIDDLE,0.36,11306.99567
NEIL ARMSTRONG EL,0.3,10424.62271
NEEDVILLE J H,0.5,9968.493312
NEBBIE WILLIAMS EL,0.77,9159.324742
NEAL EL,0.37,10430.40716
NAVARRO INT,0.56,8293.228821
NAVARRO EL,0.31,9185.24559
NAVARRO EL,0.59,8257.775488
NATHANIEL HAWTHORNE EL,0.51,11020.30207
NATHAN ADAMS EL,0.47,10768.87212
NATHA HOWELL EL,0.4,9789.287421
NARCISO CAVAZOS,0.51,10802.77617
NANCY NEAL EL,0.65,8973.082688
NANCY J COCHRAN EL,0.27,10083.85273
NADINE JOHNSON EL,0.41,10973.55114
N A HOWRY INT,0.25,9826.913622
MYRA GREEN MIDDLE,0.4,12114.2772
MT VERNON MIDDLE,0.48,8253.954817
MT VERNON H S,0.52,11029.42437
MT VALLEY EL,0.53,10139.73536
MOUNT AUBURN STEAM ACADEMY,0.33,9591.455293
MOUND EL,0.52,8641.821098
MOSS HAVEN EL,0.7,9159.305696
MORRILL EL,0.47,10212.60782
MORNINGSIDE EL,0.47,9093.219889
MORNINGSIDE EL,0.51,9625.952143
MORNINGSIDE EL,0.28,11663.39704
MORENO EL,0.46,10464.15903
MORALES ELEMENTARY,0.43,11129.64943
MORA EL,0.41,11542.8262
MOORE M H EL,0.33,9487.737756
MOORE EL,0.46,11540.02834
MOORE EL,0.33,8428.29975
MONTGOMERY EL,0.24,10589.88134
MONTGOMERY EL,0.33,9264.738559
MONTE ALTO EL,0.52,11110.36406
MONTCLAIR EL,0.3,8948.312195
MOHAWK EL,0.79,8208.01842
MOCKINGBIRD EL,0.76,10117.36742
MITCHELL BOULEVARD EL,0.24,11969.21691
MISSION VALLEY EL,0.45,11020.16396
MISSION EARLY COLLEGE H S,0.94,10356.19868
MISSION COLLEGIATE H S,0.84,10340.07527
MISSION ACADEMY,0.43,11346.62545
MINERAL WELLS J H,0.35,10109.35472
MINEOLA H S,0.55,12582.07263
MILNE EL,0.23,8576.940242
MILLSAP EL,0.47,8373.524574
MILLER POINT EL,0.51,9172.895901
MILDRED H S,0.49,9979.441818
MILAM EL,0.34,7788.972023
MILAM EL,0.33,8225.623415
MIGUEL CARRILLO JR EL,0.25,10039.47815
MICKEY LELAND COLLEGE PREP ACAD FO,0.47,8616.733314
MEXIA J H,0.31,9560.292457
MEXIA H S,0.4,12495.61941
MESA VISTA EL,0.53,11568.82667
MESA VERDE EL,0.33,9315.593034
MERRIMAN PARK EL,0.6,8496.115357
MERRIFIELD EL,0.25,9075.055038
MERKEL EL,0.47,8649.531019
MERCEDES EARLY COLLEGE ACADEMY,0.78,9716.317868
MENDEZ EL,0.32,10007.00613
MENDENHALL EL,0.36,12356.34381
MEMORIAL MIDDLE,0.24,10391.43629
MEMORIAL MIDDLE,0.49,9063.710658
MEMORIAL EL,0.38,12505.62722
MEMORIAL DRIVE EL,0.73,9312.489525
MEADOWS EL,0.55,10762.54884
MEADOWBROOK EL,0.35,9218.728679
MEADOWBROOK EL,0.43,10535.14293
MEADOW WOOD EL,0.59,10022.69074
MEADOW VILLAGE EL,0.28,9909.05043
MEADOR ELEMENTARY,0.56,10058.77622
MCWHORTER EL,0.32,9832.545113
MCWHORTER EL,0.28,8954.80516
MCSPEDDEN EL,0.89,7999.894053
MCREYNOLDS MIDDLE,0.28,9765.731959
MCNAIR EL,0.6,8941.513852
MCMULLAN EL,0.49,9846.356808
MCMASTERS EL,0.35,12305.2886
MCLEAN 6TH GRADE,0.43,8992.854449
MCLAUGHLIN STRICKLAND EL,0.34,9793.67265
MCKENZIE EL,0.42,9359.52176
MCKAMY EL,0.38,9606.420996
MCGREGOR EL,0.44,9184.930235
MCGOWEN EL,0.29,8983.169614
MCDOWELL MIDDLE,0.44,9208.607588
MCDOUGLE EL,0.42,11720.39311
MCCOY EL,0.81,9810.531705
MCCLENDON EL,0.53,9769.113768
MCCARROLL MIDDLE,0.46,10143.18566
MCCALL EL,0.62,9278.700268
MCBEE EL,0.45,11244.22561
MCAULIFFE EL,0.69,8406.731546
MCAULIFFE EL,0.42,9235.014612
MCANALLY INT,0.7,8475.750774
MAYES EL,0.34,8557.484451
MAY EL,0.47,10107.92349
MAVERICK EL,0.31,10130.67473
MAURICEVILLE EL,0.37,10107.10314
MAUDE I LOGAN EL,0.23,12971.91672
MAUD SCHOOL,0.44,11024.11349
MATIAS DE LLANO EL,0.68,10146.11635
MATHEWS EL,0.83,10152.48909
MATHEWS EL,0.67,9239.699399
MATH/SCIENCE/TECH MAGNET,0.73,9568.983944
MARY JO SHEPPARD EL,0.62,10547.00847
MARY HELEN BERLANGA EL,0.34,9288.644694
MARY BRANCH EL,0.3,10850.48416
MARTINSVILLE SCHOOL,0.45,9931.708333
MARTINEZ R EL,0.32,8650.254124
MARTINEZ EL,0.37,9421.173979
MARTINEZ C EL,0.21,10258.70976
MARTIN WEISS EL,0.49,10303.10554
MARTIN WALKER EL,0.59,8681.234493
MARTIN MIDDLE,0.25,12624.04474
MARTIN LUTHER KING JR LEARNING CEN,0.42,11566.98785
MARTIN EL,0.58,10336.11701
MARTIN EL,0.5,8854.681756
MARTIN DE LEON EL,0.4,7635.558593
MARTI EL,0.34,9589.00755
MARTHA TURNER REILLY EL,0.54,9759.182118
MARTHA REID EL,0.53,9026.027588
MARTHA & JOSH MORRISS MATH & ENGIN,0.87,7628.939059
MARK TWAIN EL,0.44,9531.026694
MARJORY VICKERY EL,0.46,10456.75134
MARION H S,0.67,10969.84403
MARINE CREEK EL,0.17,10991.15798
MARILYN MILLER EL,0.2,10883.97604
MARIA MORENO EL,0.5,11250.80834
MARGARET L FELTY EL,0.66,8738.689805
MARGARET B HENDERSON EL,0.68,11048.63876
MARCELL EL,0.41,10316.23223
MARBLE FALLS EL,0.45,8996.612172
MAPLEWOOD EL,0.56,10514.23556
MANUEL JARA EL,0.4,9648.98913
MANUAL GUAJARDO JR EL,0.53,10200.50448
MANOR NEW TECHNOLOGY HIGH,0.63,11712.54971
MANN MIDDLE,0.33,10437.61776
MANFORD WILLIAMS EL,0.73,12535.05509
MALAKOFF EL,0.72,9685.023936
MAJOR CHENEY EL AT SOUTH BIRDVILLE,0.49,9277.394372
MAIN STREET INT,0.37,10505.14885
MAHANAY EL,0.43,9717.099838
MADISONVILLE J H,0.52,9222.674286
MADISONVILLE INT,0.46,8623.869331
MADISON EL,0.32,10884.61131
MADING EL,0.37,11191.78493
MACGREGOR EL,0.38,8120.638286
MACDONELL EL,0.52,10891.69292
MACARIA DELA GARZA GORENA EL,0.48,9839.586318
MABANK J H,0.58,10034.51632
MABANK INT,0.55,7586.385775
M L PHILLIPS EL,0.35,10938.73274
LYTLE H S,0.33,11965.70597
LYTLE EL,0.31,7811.426411
LULING H S,0.42,10058.90731
LUCYLE COLLINS MIDDLE SCHOOL,0.23,9931.874725
LUCY MAE MCDONALD EL,0.45,9473.306187
LUCILLE NASH EL,0.45,7696.786324
LUCILE HENDRICKS EL,0.54,9715.329231
LOUISE CABANISS EL,0.6,8536.237338
LOUIS G LOBIT EL,0.51,9537.568465
LOSOYA INT,0.25,10407.73729
LOS REYES EL,0.7,8899.257982
LOS FRESNOS EL,0.53,9452.57144
LORENZO DE ZAVALA MIDDLE,0.69,9183.72366
LORENZO DE ZAVALA EL,0.41,10819.5214
LORENE SMITH KIRKPATRICK EL,0.48,7550.241836
LORENA HIGH,0.77,10165.69542
LORENA EL,0.55,8656.36821
LOPEZ-RIGGINS EL,0.54,9380.517243
LONGS CREEK EL,0.62,8657.478412
LONGBRANCH EL,0.62,7870.936302
LONG EL,0.33,8125.687031
LONE OAK EL,0.51,9708.028959
LONDON EL,0.57,8446.47854
LOMAX EL,0.59,10970.82401
LOMA TERRACE EL,0.43,10249.47956
LOIS F GIDDENS EL,0.38,8596.016266
LOCKHART EL,0.36,8687.655372
LLOYD & DOLLY BENTSEN EL,0.65,8798.432256
LLANO J H,0.5,11234.92803
LLANO H S,0.54,11951.62971
